mcc,mnc,lac,cellid,lat,lon,signal,measured_at,rating,speed,direction,act,ta,psc,tac,pci,sid,nid,bid
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348095697,8.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348100685,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348100685,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348105701,7.2,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348105701,7.2,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348110699,6.2,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348110699,6.2,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348115696,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348115696,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348120692,8.1,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348120692,8.1,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348125697,7.6,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348125697,7.6,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348130697,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348130697,6.0,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348135693,7.2,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348135693,7.2,6.534104E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590789,-77.5256734,-108,1763348140714,5.4,0.10576413,245.69081,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590789,-77.5256734,-108,1763348140714,5.4,0.10576413,245.69081,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348145699,5.7,0.014783839,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590857,-77.5256718,-108,1763348145699,5.7,0.014783839,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590837,-77.5256772,-108,1763348150624,7.1,0.06398279,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590837,-77.5256772,-108,1763348150624,7.1,0.06398279,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590842,-77.5256733,-101,1763348155198,5.0,0.06721769,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590842,-77.5256733,-101,1763348155198,5.0,0.06721769,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7589482,-77.5257765,-96,1763350565749,20.5,-2000.0,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7592111,-77.5258161,-96,1763350574312,42.8,6.5871105,356.78967,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7592009,-77.5256652,-95,1763350579316,22.7,7.895334,152.65707,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590588,-77.5256477,-95,1763350584215,15.0,1.0128086,165.40225,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590634,-77.5256212,-95,1763350589541,8.0,0.45461023,85.053505,LTE,20,,5124,330,,,
310,410,5124,167172104,38.7590729,-77.5256382,-98,1763350594531,9.1,0.7746402,272.0152,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256571,-100,1763350599542,6.0,0.05363249,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-98,1763350604533,7.4,7.732487E-5,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-98,1763350609544,10.6,1.0641586E-6,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-96,1763350614529,8.0,7.798543E-9,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-98,1763350619527,9.4,2.3287608E-11,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-98,1763350624549,8.4,7.72141E-14,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-96,1763350629533,6.3,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-96,1763350634548,9.4,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-98,1763350639530,9.5,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-98,1763350644525,6.7,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-99,1763350649537,6.6,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-99,1763350654530,6.0,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
310,410,5124,167172104,38.759077,-77.5256569,-99,1763350659549,6.0,7.1816715E-16,-2000.0,LTE,20,,5124,330,,,
